"haplotype","lineage","genus","informative_length","is_partial"
44,"L_TUSW02","Leucocytozoon",423,TRUE
45,"L_CNEORN01","Leucocytozoon",479,FALSE
45,"L_DENCOR06","Leucocytozoon",435,TRUE
45,"L_SILUT01","Leucocytozoon",446,TRUE
46,"H_COBRA01","Haemoproteus",479,FALSE
46,"H_NECASP01","Haemoproteus",249,TRUE
47,"L_COBRA03","Leucocytozoon",476,TRUE
47,"L_CORCAU03","Leucocytozoon",424,TRUE
48,"L_COBRA09","Leucocytozoon",476,TRUE
48,"L_PICNUT01","Leucocytozoon",475,TRUE
49,"L_COCOR16","Leucocytozoon",479,FALSE
49,"L_CORMAC01","Leucocytozoon",305,TRUE
50,"H_COFLA02","Haemoproteus",262,TRUE
50,"H_COFLA06","Haemoproteus",479,FALSE
51,"H_COFLA08","Haemoproteus",479,FALSE
51,"H_COFLA13","Haemoproteus",478,TRUE
52,"H_COFLA05","Haemoproteus",466,TRUE
52,"H_COFLA14","Haemoproteus",479,FALSE
53,"L_COLBF01","Leucocytozoon",477,TRUE
53,"L_COLBF09","Leucocytozoon",472,TRUE
54,"P_CET01","Plasmodium",470,TRUE
54,"P_COLL13","Plasmodium",479,FALSE
55,"H_COLPAS01","Haemoproteus",305,TRUE
55,"H_COLPAS03_Haemoproteus_paramultipigmentatus","Haemoproteus",479,FALSE
56,"L_COLPAS08","Leucocytozoon",479,FALSE
56,"L_TURMIG11","Leucocytozoon",477,TRUE
57,"H_COLTAL01_Haemoproteus_multipigmentatus","Haemoproteus",479,FALSE
57,"H_ZEGAL04","Haemoproteus",347,TRUE
58,"H_COLPIC01","Haemoproteus",439,TRUE
58,"H_COPIC01","Haemoproteus",479,FALSE
59,"L_COCOR03","Leucocytozoon",477,TRUE
59,"L_CORMAC03","Leucocytozoon",479,FALSE
60,"H_COLSQU01","Haemoproteus",347,TRUE
60,"H_COSQU04","Haemoproteus",479,FALSE
61,"P_CUCROC01","Plasmodium",479,FALSE
61,"P_SYBOR21","Plasmodium",469,TRUE
62,"H_ASOT03","Haemoproteus",282,TRUE
62,"H_CULPIC02","Haemoproteus",479,FALSE
63,"P_CURCUR01","Plasmodium",477,TRUE
63,"P_ELALB02","Plasmodium",463,TRUE
64,"P_CXPIP21","Plasmodium",479,FALSE
64,"P_CXTHE01","Plasmodium",427,TRUE
65,"H_COCOR01_Haemoproteus_danilewskyii","Haemoproteus",361,TRUE
65,"H_CXPIP27","Haemoproteus",479,FALSE
66,"H_CYACAE08","Haemoproteus",478,TRUE
66,"H_CYACAE09","Haemoproteus",478,TRUE
67,"L_CYACAE11","Leucocytozoon",479,FALSE
67,"L_PARUS23","Leucocytozoon",459,TRUE
68,"H_COBRA14","Haemoproteus",478,TRUE
68,"H_CYACRI01","Haemoproteus",479,FALSE
69,"H_CYAOLI03_Haemoproteus_cyanomitrae","Haemoproteus",479,FALSE
69,"H_NEOBS03","Haemoproteus",244,TRUE
70,"P_CYAOLI04","Plasmodium",479,FALSE
70,"P_NEOLI01","Plasmodium",270,TRUE
71,"H_CYAOLI05_Haemoproteus_cyanomitrae","Haemoproteus",479,FALSE
71,"H_NEOBS04","Haemoproteus",244,TRUE
72,"P_CYAOLI09_Plasmodium_lucens","Plasmodium",479,FALSE
72,"P_NEOBS02","Plasmodium",244,TRUE
73,"L_CYASTE04","Leucocytozoon",475,TRUE
73,"L_CYASTE07","Leucocytozoon",476,TRUE
74,"P_BELL02","Plasmodium",455,TRUE
74,"P_CYNOV1","Plasmodium",479,FALSE
75,"H_DACGAU01","Haemoproteus",479,FALSE
75,"H_TANGAL02","Haemoproteus",477,TRUE
76,"P_CINPRE02","Plasmodium",340,TRUE
76,"P_CYAOLI10","Plasmodium",276,TRUE
76,"P_DELFRA04","Plasmodium",479,FALSE
77,"H_DENADE01","Haemoproteus",479,FALSE
77,"H_SERUT05","Haemoproteus",285,TRUE
78,"H_DENCOR03","Haemoproteus",479,FALSE
78,"H_TABI05","Haemoproteus",285,TRUE
79,"P_CORCAU05","Plasmodium",425,TRUE
79,"P_DENCOR09","Plasmodium",477,TRUE
80,"H_DENCOR01_Haemoproteus_coatneyi","Haemoproteus",361,TRUE
80,"H_DENPEN02","Haemoproteus",478,TRUE
81,"H_EMGOD01","Haemoproteus",432,TRUE
81,"P_DENVID02","Plasmodium",479,FALSE
82,"H_DICADS01","Haemoproteus",460,TRUE
82,"H_DICLEU01","Haemoproteus",305,TRUE
83,"H_DICBAL02","Haemoproteus",464,TRUE
83,"H_DICBAL06","Haemoproteus",458,TRUE
84,"H_DICBAL01","Haemoproteus",463,TRUE
84,"H_DICBAL04","Haemoproteus",464,TRUE
85,"H_DIGCAE01","Haemoproteus",479,FALSE
85,"H_DIGCYA01","Haemoproteus",456,TRUE
86,"P_DIGCYA02","Plasmodium",456,TRUE
86,"P_DIGLAF01_Plasmodium_lutzi","Plasmodium",479,FALSE
87,"L_APSPI05","Leucocytozoon",447,TRUE
87,"L_DIUDIU11","Leucocytozoon",477,TRUE
88,"H_DUMCAR08","Haemoproteus",478,TRUE
88,"H_DUMCAR10","Haemoproteus",413,TRUE
89,"H_DUNNO01","Haemoproteus",479,FALSE
89,"H_MELGEO01","Haemoproteus",269,TRUE
90,"H_APSPI02","Haemoproteus",462,TRUE
90,"H_ELAALB01","Haemoproteus",477,TRUE
91,"L_APSPI04","Leucocytozoon",424,TRUE
91,"L_ELAALB05","Leucocytozoon",477,TRUE
92,"H_PARUS64","Haemoproteus",432,TRUE
92,"L_EMGOD06","Leucocytozoon",479,FALSE
93,"H_EUPXAN02","Haemoproteus",478,TRUE
93,"H_THAFAN01","Haemoproteus",456,TRUE
94,"H_PARVEN01","Haemoproteus",405,TRUE
94,"L_FICZAN14","Leucocytozoon",479,FALSE
95,"P_FICZAN23","Plasmodium",479,FALSE
95,"P_GRW02_Plasmodium_ashfordi","Plasmodium",478,TRUE
96,"H_FIPAR02","Haemoproteus",479,FALSE
96,"L_AEGCAU03","Leucocytozoon",432,TRUE
97,"P_FOUOMI04","Plasmodium",479,FALSE
97,"P_NESOU01","Plasmodium",463,TRUE
98,"L_BUTBUT05","Leucocytozoon",457,TRUE
98,"L_GALLUS34","Leucocytozoon",479,FALSE
99,"L_GALLUS41","Leucocytozoon",445,TRUE
99,"L_GALLUS63","Leucocytozoon",479,FALSE
100,"P_GEOTRI06","Plasmodium",479,FALSE
100,"P_LARINC02","Plasmodium",361,TRUE
101,"P_GEOTRI09","Plasmodium",479,FALSE
101,"P_SEINOV01","Plasmodium",368,TRUE
101,"P_SERUT10","Plasmodium",284,TRUE
102,"H_GLAPER01","Haemoproteus",479,FALSE
102,"H_STTRA01","Haemoproteus",249,TRUE
103,"H_GRMEL01","Haemoproteus",479,FALSE
103,"H_JUHYE01","Haemoproteus",296,TRUE
104,"H_DIGCYA03","Haemoproteus",456,TRUE
104,"H_HEMATR01","Haemoproteus",479,FALSE
105,"P_HYLMUS01","Plasmodium",479,FALSE
105,"P_TUMIG24","Plasmodium",468,TRUE
106,"L_CATMIN07","Leucocytozoon",443,TRUE
106,"L_HYLMUS02","Leucocytozoon",477,TRUE
107,"L_HYPAM01","Leucocytozoon",277,TRUE
107,"L_HYPAM03","Leucocytozoon",479,FALSE
108,"H_ILABY02","Haemoproteus",479,FALSE
108,"H_PABY01","Haemoproteus",477,TRUE
109,"P_IOLIND04","Plasmodium",479,FALSE
109,"P_PYCCAF01","Plasmodium",305,TRUE
110,"H_JUHYE13","Haemoproteus",479,FALSE
110,"H_ZONALB01_Haemoproteus_fringillae","Haemoproteus",361,TRUE
111,"L_CORCAU02","Leucocytozoon",425,TRUE
111,"L_JUHYE21","Leucocytozoon",477,TRUE
112,"H_JUNPHA04","Haemoproteus",479,FALSE
112,"H_TURASS05","Haemoproteus",479,FALSE
113,"P_DENPEN01","Plasmodium",368,TRUE
113,"P_KEWA01","Plasmodium",478,TRUE
114,"H_LACPUL01","Haemoproteus",452,TRUE
114,"H_LACPUL02","Haemoproteus",479,FALSE
115,"H_LEIPER02","Haemoproteus",479,FALSE
115,"H_VIGRI01","Haemoproteus",294,TRUE
116,"P_LINOLI01","Plasmodium",479,FALSE
116,"P_RBQ21","Plasmodium",304,TRUE
117,"H_LOXNOC01","Haemoproteus",477,TRUE
117,"H_LOXVIO01","Haemoproteus",479,FALSE
118,"P_MALCIN01","Plasmodium",479,FALSE
118,"P_STANIG02","Plasmodium",446,TRUE
119,"P_MALCOR02","Plasmodium",479,FALSE
119,"P_NECASP02","Plasmodium",249,TRUE
120,"P_MALMEL01","Plasmodium",479,FALSE
120,"P_RHIAUR01","Plasmodium",437,TRUE
121,"H_MELSTR01_Haemoproteus_velans","Haemoproteus",479,FALSE
121,"H_PIPUB01_Haemoproteus_picae","Haemoproteus",361,TRUE
122,"H_GEMON01","Haemoproteus",347,TRUE
122,"H_MICRO01_Haemoproteus_multipigmentatus","Haemoproteus",479,FALSE
122,"H_ZEGAL03","Haemoproteus",341,TRUE
123,"P_MILANS06","Plasmodium",479,FALSE
123,"P_TURAF01","Plasmodium",305,TRUE
124,"H_MIMPOL03","Haemoproteus",463,TRUE
124,"H_MIMPOL05","Haemoproteus",478,TRUE
125,"H_CATUST02","Haemoproteus",276,TRUE
125,"H_MIMPOL11","Haemoproteus",479,FALSE
126,"P_MOLATE01","Plasmodium",479,FALSE
126,"P_POOHIS04","Plasmodium",477,TRUE
127,"P_MONFAI01","Plasmodium",479,FALSE
127,"P_PORUF03","Plasmodium",446,TRUE
128,"H_MW3","Haemoproteus",478,TRUE
128,"H_RW3_Haemoproteus_belopolskyi","Haemoproteus",470,TRUE
129,"P_ARDALB01","Plasmodium",248,TRUE
129,"P_MYCAME02_Plasmodium_paranucleophilum","Plasmodium",478,TRUE
130,"H_MYIFLA01","Haemoproteus",479,FALSE
130,"H_SITTAKRU1","Haemoproteus",432,TRUE
131,"H_MYIMAC01","Haemoproteus",477,TRUE
131,"H_MYMAC03","Haemoproteus",425,TRUE
132,"H_ELALB01","Haemoproteus",464,TRUE
132,"H_MYISWA01","Haemoproteus",477,TRUE
133,"P_NEWAM01","Plasmodium",464,TRUE
133,"P_NEWAM06","Plasmodium",479,FALSE
134,"H_NEWBR01","Haemoproteus",479,FALSE
134,"H_NEWBR04","Haemoproteus",479,FALSE
135,"P_LEVER02","Plasmodium",347,TRUE
135,"P_NYCNYC01","Plasmodium",479,FALSE
136,"L_OTSCO02","Leucocytozoon",305,TRUE
136,"L_OTUSCO03","Leucocytozoon",479,FALSE
137,"H_PACPOL01","Haemoproteus",479,FALSE
137,"H_STRZON01","Haemoproteus",249,TRUE
138,"P_PARMIN02","Plasmodium",479,FALSE
138,"P_PARUS09","Plasmodium",305,TRUE
139,"L_AFR238","Leucocytozoon",458,TRUE
139,"L_PASDIF03","Leucocytozoon",479,FALSE
140,"L_PERATE07","Leucocytozoon",479,FALSE
140,"L_PERATE08","Leucocytozoon",444,TRUE
140,"L_PERATE09","Leucocytozoon",479,FALSE
141,"H_ANLAT02_Haemoproteus_vacuolatus","Haemoproteus",468,TRUE
141,"H_PHICT03","Haemoproteus",479,FALSE
142,"H_PHFRU01","Haemoproteus",465,TRUE
142,"H_PHRFRU07","Haemoproteus",479,FALSE
143,"H_PHFRU02","Haemoproteus",449,TRUE
143,"H_PHRFRU14","Haemoproteus",477,TRUE
144,"H_GW5","Haemoproteus",448,TRUE
144,"H_PHSIB2_Haemoproteus_homopalloris","Haemoproteus",478,TRUE
145,"L_PARUS37","Leucocytozoon",392,TRUE
145,"L_PICVIR01","Leucocytozoon",479,FALSE
146,"H_PSABIF02","Haemoproteus",477,TRUE
146,"H_PSAVIR01","Haemoproteus",261,TRUE
147,"H_PTIPER02","Haemoproteus",444,TRUE
147,"H_PTIPER04","Haemoproteus",479,FALSE
148,"H_MACFLA01","Haemoproteus",249,TRUE
148,"H_PTIVIC02","Haemoproteus",479,FALSE
149,"L_REB11","Leucocytozoon",479,FALSE
149,"L_REB12L","Leucocytozoon",467,TRUE
150,"P_HYPHI30","Plasmodium",463,TRUE
150,"P_RHIALB02","Plasmodium",464,TRUE
151,"H_SALMAX03","Haemoproteus",478,TRUE
151,"H_SERUT04","Haemoproteus",285,TRUE
152,"P_SATOR01","Plasmodium",463,TRUE
152,"P_SATOR02","Plasmodium",479,FALSE
153,"P_CARCAR11","Plasmodium",478,TRUE
153,"P_SEIAUR01_Plasmodium_cathemerium","Plasmodium",479,FALSE
153,"P_TABI08","Plasmodium",285,TRUE
154,"L_SETAUD27","Leucocytozoon",450,TRUE
154,"L_SETCOR06","Leucocytozoon",479,FALSE
155,"P_SEIAUR04","Plasmodium",463,TRUE
155,"P_SETPEN01","Plasmodium",478,TRUE
156,"H_CARCAR10","Haemoproteus",477,TRUE
156,"H_DENPET01","Haemoproteus",285,TRUE
156,"H_SIAMEX01","Haemoproteus",479,FALSE
157,"P_SPDEM01","Plasmodium",460,TRUE
157,"P_SPDEM02","Plasmodium",479,FALSE
158,"L_PHEMEL01","Leucocytozoon",475,TRUE
158,"L_SPIPAS07","Leucocytozoon",479,FALSE
159,"H_SPISEN01","Haemoproteus",479,FALSE
159,"H_STSEN1_Haemoproteus_turtur","Haemoproteus",361,TRUE
160,"P_SPMEN01","Plasmodium",347,TRUE
160,"P_SPMEN03","Plasmodium",479,FALSE
161,"P_PV5","Plasmodium",244,TRUE
161,"P_STEGRA01","Plasmodium",479,FALSE
162,"P_PV8","Plasmodium",244,TRUE
162,"P_STIERY01","Plasmodium",479,FALSE
163,"H_STRCAP01","Haemoproteus",479,FALSE
163,"H_STRSEM01","Haemoproteus",448,TRUE
164,"H_ASOT07","Haemoproteus",432,TRUE
164,"H_STRURA03","Haemoproteus",478,TRUE
165,"L_SYAT42","Leucocytozoon",432,TRUE
165,"L_SYCON05","Leucocytozoon",479,FALSE
166,"L_SYBOR25","Leucocytozoon",469,TRUE
166,"L_SYCON06","Leucocytozoon",479,FALSE
167,"H_LWT3","Haemoproteus",305,TRUE
167,"H_SYCUR03","Haemoproteus",478,TRUE
168,"H_LEPRUF01","Haemoproteus",305,TRUE
168,"H_TACCRI01","Haemoproteus",477,TRUE
169,"L_POEMON03","Leucocytozoon",476,TRUE
169,"L_TARCYA01","Leucocytozoon",479,FALSE
169,"P_PARVEN02","Plasmodium",428,TRUE
170,"H_ASCLA01","Haemoproteus",413,TRUE
170,"H_THAMEL01","Haemoproteus",464,TRUE
171,"L_THLORN01","Leucocytozoon",478,TRUE
171,"L_TROAED10","Leucocytozoon",415,TRUE
172,"P_SALCOE01","Plasmodium",305,TRUE
172,"P_THRPAL01","Plasmodium",478,TRUE
173,"L_TROAED02","Leucocytozoon",478,TRUE
173,"L_ZOCAP06","Leucocytozoon",422,TRUE
174,"H_TUPHI01_Haemoproteus_asymmetricus","Haemoproteus",479,FALSE
174,"H_TUPHI01_Haemoproteus_minutus","Haemoproteus",479,FALSE
175,"L_TUPHI02","Leucocytozoon",445,TRUE
175,"L_TUPHI13","Leucocytozoon",479,FALSE
176,"H_TURAMA06","Haemoproteus",477,TRUE
176,"P_TURALB06","Plasmodium",477,TRUE
177,"L_TUMER02","Leucocytozoon",476,TRUE
177,"L_TUREUN01","Leucocytozoon",479,FALSE
178,"L_TUFAL04","Leucocytozoon",301,TRUE
178,"L_TURFAL05","Leucocytozoon",477,TRUE
179,"P_TUBOU01","Plasmodium",446,TRUE
179,"P_TURMER06","Plasmodium",479,FALSE
180,"L_TURMER11","Leucocytozoon",476,TRUE
180,"L_TURMER12","Leucocytozoon",476,TRUE
180,"L_TURMER13","Leucocytozoon",476,TRUE
181,"P_AFTRU07","Plasmodium",305,TRUE
181,"P_TURPEL07","Plasmodium",479,FALSE
182,"L_TROAED08","Leucocytozoon",448,TRUE
182,"L_TURSER01","Leucocytozoon",479,FALSE
183,"H_TURSTR01","Haemoproteus",301,TRUE
183,"H_TURSTR03","Haemoproteus",479,FALSE
184,"H_TURTYM01_Haemoproteus_multivolutinus","Haemoproteus",389,TRUE
184,"H_TURTYM02","Haemoproteus",479,FALSE
185,"P_TURUF01","Plasmodium",249,TRUE
185,"P_TURUF03_Plasmodium_unalis","Plasmodium",478,TRUE
186,"H_TYTAL1","Haemoproteus",432,TRUE
186,"H_TYTAL4","Haemoproteus",479,FALSE
187,"H_TYTAL2","Haemoproteus",432,TRUE
187,"H_TYTAL8","Haemoproteus",479,FALSE
188,"H_VIOLI02","Haemoproteus",476,TRUE
188,"H_VIOLI11","Haemoproteus",479,FALSE
189,"H_SERUT02","Haemoproteus",285,TRUE
189,"H_VIRHUT01","Haemoproteus",477,TRUE
190,"H_ZEGAL06_Haemoproteus_multipigmentatus","Haemoproteus",388,TRUE
190,"H_ZEGAL07_Haemoproteus_multipigmentatus","Haemoproteus",457,TRUE
191,"H_APSPI01","Haemoproteus",449,TRUE
191,"H_ZOCAP08","Haemoproteus",479,FALSE
192,"H_CHLOP01","Haemoproteus",464,TRUE
192,"H_HELVIO02","Haemoproteus",454,TRUE
192,"H_ZOCAP14_Haemoproteus_erythrogravidus","Haemoproteus",479,FALSE
193,"H_THRBON01","Haemoproteus",471,TRUE
193,"H_TROAED17","Haemoproteus",455,TRUE
193,"H_ZOCAP19","Haemoproteus",479,FALSE
194,"P_ZOSLAT02","Plasmodium",479,FALSE
194,"P_ZOSXAN01","Plasmodium",300,TRUE
195,"H_ZOSFLA01","Haemoproteus",305,TRUE
195,"H_ZOSLAT04_Haemoproteus_zosteropis","Haemoproteus",479,FALSE
196,"H_ZOSLUG01","Haemoproteus",479,FALSE
196,"H_ZOSLUG02","Haemoproteus",442,TRUE
197,"H_ZOSPAL01","Haemoproteus",305,TRUE
197,"H_ZOSPAL06","Haemoproteus",476,TRUE
198,"H_ZOMON01","Haemoproteus",464,TRUE
198,"H_ZOSPAL02","Haemoproteus",458,TRUE
198,"H_ZOSPAL07","Haemoproteus",479,FALSE
199,"H_ZOSLAT11_Haemoproteus_zosteropis","Haemoproteus",447,TRUE
199,"H_ZOSXAN02_Haemoproteus_zosteropis","Haemoproteus",465,TRUE
